Index,Entry-Date,Entry-Weekday,Entry-Time,Entry-Price,Quantity,Instrument-Kind,StrikePrice,Position,ExitDate,Exit-Weekday,ExitTime,ExitPrice,P/L,P/L-Percentage,ExpiryDate,Highest MTM(Candle Close),Lowest MTM(Candle Close),Remarks
1264,2025-02-11,,09:17:00,23343.1,,,,,2025-02-11,,15:15:00,23073.4,5788.25,,,6227.0,-767.0,Exit Condition Met For Trade
1264.1,2025-02-11,Tuesday,09:17:00,151.6,65,CE,23350.0,Sell,2025-02-11,Tuesday,15:15:00,35.7,7533.499999999999,76.45118733509236,2025-02-13,,,Exit Condition Met For Trade
1264.2,2025-02-11,Tuesday,09:17:00,134.35,65,PE,23350.0,Sell,2025-02-11,Tuesday,10:16:00,161.2,-1745.2499999999995,-19.985113509490134,2025-02-13,,,Stop Loss Hit
1265,2025-02-12,,09:17:00,23041.7,,,,,2025-02-12,,11:59:00,23075.85,-2899.0,,,4637.75,-2899.0,
1265.1,2025-02-12,Wednesday,09:17:00,126.55,65,CE,23050.0,Sell,2025-02-12,Wednesday,11:59:00,151.85,-1644.4999999999998,-19.992097984986167,2025-02-13,,,Stop Loss Hit
1265.2,2025-02-12,Wednesday,09:17:00,96.55,65,PE,23050.0,Sell,2025-02-12,Wednesday,09:29:00,115.85,-1254.4999999999998,-19.989642672190573,2025-02-13,,,Stop Loss Hit
1266,2025-02-13,,09:17:00,23079.75,,,,,2025-02-13,,09:34:00,23087.45,-2119.0,,,1917.5,-2119.0,
1266.1,2025-02-13,Thursday,09:17:00,70.45,65,CE,23100.0,Sell,2025-02-13,Thursday,09:34:00,84.55,-916.4999999999997,-20.014194464158972,2025-02-13,,,Stop Loss Hit
1266.2,2025-02-13,Thursday,09:17:00,92.55,65,PE,23100.0,Sell,2025-02-13,Thursday,09:25:00,111.05,-1202.5,-19.98919502971367,2025-02-13,,,Stop Loss Hit
1267,2025-02-14,,09:17:00,23126.3,,,,,2025-02-14,,15:15:00,22933.4,3458.0,,,5343.0,-1482.0,Exit Condition Met For Trade
1267.1,2025-02-14,Friday,09:17:00,176.4,65,CE,23150.0,Sell,2025-02-14,Friday,15:15:00,89.6,5642.000000000001,49.206349206349216,2025-02-20,,,Exit Condition Met For Trade
1267.2,2025-02-14,Friday,09:17:00,168.0,65,PE,23150.0,Sell,2025-02-14,Friday,09:23:00,201.6,-2183.9999999999995,-19.999999999999996,2025-02-20,,,Stop Loss Hit
1268,2025-02-17,,09:17:00,22736.6,,,,,2025-02-17,,15:15:00,22970.65,3220.75,,,3220.75,-2076.75,Exit Condition Met For Trade
1268.1,2025-02-17,Monday,09:17:00,201.2,65,CE,22750.0,Sell,2025-02-17,Monday,09:21:00,241.45,-2616.25,-20.004970178926442,2025-02-20,,,Stop Loss Hit
1268.2,2025-02-17,Monday,09:17:00,153.6,65,PE,22750.0,Sell,2025-02-17,Monday,15:15:00,63.8,5837.0,58.46354166666667,2025-02-20,,,Exit Condition Met For Trade
1269,2025-02-18,,09:17:00,22937.65,,,,,2025-02-18,,15:15:00,22951.4,377.0,,,2840.5,-1768.0,Exit Condition Met For Trade
1269.1,2025-02-18,Tuesday,09:17:00,156.85,65,CE,22950.0,Sell,2025-02-18,Tuesday,15:15:00,120.95,2333.4999999999995,22.88810965890978,2025-02-20,,,Exit Condition Met For Trade
1269.2,2025-02-18,Tuesday,09:17:00,150.4,65,PE,22950.0,Sell,2025-02-18,Tuesday,09:25:00,180.5,-1956.4999999999995,-20.01329787234042,2025-02-20,,,Stop Loss Hit
1270,2025-02-19,,09:17:00,22823.35,,,,,2025-02-19,,15:15:00,22939.95,1937.0,,,2577.25,0,Exit Condition Met For Trade
1270.1,2025-02-19,Wednesday,09:17:00,151.05,65,CE,22800.0,Sell,2025-02-19,Wednesday,09:46:00,181.25,-1962.9999999999993,-19.993379675604096,2025-02-20,,,Stop Loss Hit
1270.2,2025-02-19,Wednesday,09:17:00,91.9,65,PE,22800.0,Sell,2025-02-19,Wednesday,15:15:00,31.9,3900.0000000000005,65.28835690968445,2025-02-20,,,Exit Condition Met For Trade
1271,2025-02-20,,09:17:00,22851.55,,,,,2025-02-20,,09:47:00,22823.9,-1924.0,,,2226.25,-1924.0,
1271.1,2025-02-20,Thursday,09:17:00,81.45,65,CE,22850.0,Sell,2025-02-20,Thursday,09:37:00,97.75,-1059.4999999999998,-20.012277470841003,2025-02-20,,,Stop Loss Hit
1271.2,2025-02-20,Thursday,09:17:00,66.4,65,PE,22850.0,Sell,2025-02-20,Thursday,09:47:00,79.7,-864.4999999999998,-20.030120481927707,2025-02-20,,,Stop Loss Hit
1272,2025-02-21,,09:17:00,22891.3,,,,,2025-02-21,,15:15:00,22810.75,1764.75,,,2847.0,-520.0,Exit Condition Met For Trade
1272.1,2025-02-21,Friday,09:17:00,169.3,65,CE,22900.0,Sell,2025-02-21,Friday,15:15:00,112.1,3718.000000000001,33.78617838157118,2025-02-27,,,Exit Condition Met For Trade
1272.2,2025-02-21,Friday,09:17:00,150.25,65,PE,22900.0,Sell,2025-02-21,Friday,09:50:00,180.3,-1953.2500000000007,-20.000000000000007,2025-02-27,,,Stop Loss Hit
1273,2025-02-24,,09:17:00,22628.0,,,,,2025-02-24,,15:15:00,22554.35,2798.25,,,3432.0,0,Exit Condition Met For Trade
1273.1,2025-02-24,Monday,09:17:00,153.35,65,CE,22650.0,Sell,2025-02-24,Monday,15:15:00,84.45,4478.499999999999,44.92989892402999,2025-02-27,,,Exit Condition Met For Trade
1273.2,2025-02-24,Monday,09:17:00,129.35,65,PE,22650.0,Sell,2025-02-24,Monday,09:42:00,155.2,-1680.2499999999995,-19.984538074990333,2025-02-27,,,Stop Loss Hit
1274,2025-02-25,,09:17:00,22554.3,,,,,2025-02-25,,15:15:00,22552.4,643.5,,,1742.0,-221.0,Exit Condition Met For Trade
1274.1,2025-02-25,Tuesday,09:17:00,113.4,65,CE,22550.0,Sell,2025-02-25,Tuesday,09:50:00,136.1,-1475.4999999999993,-20.01763668430334,2025-02-27,,,Stop Loss Hit
1274.2,2025-02-25,Tuesday,09:17:00,77.05,65,PE,22550.0,Sell,2025-02-25,Tuesday,15:15:00,44.45,2118.9999999999995,42.31018818948734,2025-02-27,,,Exit Condition Met For Trade
1275,2025-02-27,,09:17:00,22586.25,,,,,2025-02-27,,15:15:00,22542.7,1589.25,,,1589.25,0,Exit Condition Met For Trade
1275.1,2025-02-27,Thursday,09:17:00,31.9,65,CE,22600.0,Sell,2025-02-27,Thursday,15:15:00,0.1,2067.0,99.68652037617554,2025-02-27,,,Exit Condition Met For Trade
1275.2,2025-02-27,Thursday,09:17:00,36.8,65,PE,22600.0,Sell,2025-02-27,Thursday,09:25:00,44.15,-477.7500000000001,-19.972826086956527,2025-02-27,,,Stop Loss Hit
1276,2025-02-28,,09:17:00,22328.95,,,,,2025-02-28,,15:15:00,22124.65,5538.0,,,6370.0,0,Exit Condition Met For Trade
1276.1,2025-02-28,Friday,09:17:00,189.2,65,CE,22350.0,Sell,2025-02-28,Friday,15:15:00,78.55,7192.249999999999,58.483086680761105,2025-03-06,,,Exit Condition Met For Trade
1276.2,2025-02-28,Friday,09:17:00,127.2,65,PE,22350.0,Sell,2025-02-28,Friday,09:36:00,152.65,-1654.2500000000002,-20.007861635220127,2025-03-06,,,Stop Loss Hit
1277,2025-03-03,,09:17:00,22238.25,,,,,2025-03-03,,15:15:00,22117.25,2197.0,,,3978.0,-851.5,Exit Condition Met For Trade
1277.1,2025-03-03,Monday,09:17:00,133.0,65,CE,22250.0,Sell,2025-03-03,Monday,15:15:00,73.7,3854.5,44.58646616541353,2025-03-06,,,Exit Condition Met For Trade
1277.2,2025-03-03,Monday,09:17:00,127.45,65,PE,22250.0,Sell,2025-03-03,Monday,09:26:00,152.95,-1657.499999999999,-20.007846214201635,2025-03-06,,,Stop Loss Hit
1278,2025-03-04,,09:17:00,21979.3,,,,,2025-03-04,,15:15:00,22082.05,1098.5,,,2021.5,-1114.75,Exit Condition Met For Trade
1278.1,2025-03-04,Tuesday,09:17:00,104.55,65,CE,22000.0,Sell,2025-03-04,Tuesday,09:24:00,125.45,-1358.5000000000005,-19.990435198469637,2025-03-06,,,Stop Loss Hit
1278.2,2025-03-04,Tuesday,09:17:00,104.2,65,PE,22000.0,Sell,2025-03-04,Tuesday,15:15:00,66.4,2457.0,36.27639155470249,2025-03-06,,,Exit Condition Met For Trade
1279,2025-03-05,,09:17:00,22126.9,,,,,2025-03-05,,15:15:00,22335.0,4286.75,,,4696.25,0,Exit Condition Met For Trade
1279.1,2025-03-05,Wednesday,09:17:00,65.5,65,CE,22150.0,Sell,2025-03-05,Wednesday,09:22:00,78.6,-851.4999999999997,-19.999999999999993,2025-03-06,,,Stop Loss Hit
1279.2,2025-03-05,Wednesday,09:17:00,104.7,65,PE,22150.0,Sell,2025-03-05,Wednesday,15:15:00,25.65,5138.250000000001,75.50143266475645,2025-03-06,,,Exit Condition Met For Trade
1280,2025-03-06,,09:17:00,22452.0,,,,,2025-03-06,,12:52:00,22476.55,-1358.5,,,1794.0,-1358.5,
1280.1,2025-03-06,Thursday,09:17:00,45.8,65,CE,22450.0,Sell,2025-03-06,Thursday,12:52:00,54.95,-594.7500000000003,-19.97816593886464,2025-03-06,,,Stop Loss Hit
1280.2,2025-03-06,Thursday,09:17:00,58.8,65,PE,22450.0,Sell,2025-03-06,Thursday,09:21:00,70.55,-763.75,-19.982993197278912,2025-03-06,,,Stop Loss Hit
1281,2025-03-07,,09:17:00,22534.0,,,,,2025-03-07,,10:18:00,22619.5,-4127.5,,,1218.75,-4127.5,
1281.1,2025-03-07,Friday,09:17:00,167.7,65,CE,22550.0,Sell,2025-03-07,Friday,10:18:00,201.25,-2180.750000000001,-20.00596302921885,2025-03-13,,,Stop Loss Hit
1281.2,2025-03-07,Friday,09:17:00,149.85,65,PE,22550.0,Sell,2025-03-07,Friday,09:42:00,179.8,-1946.7500000000011,-19.986653319986665,2025-03-13,,,Stop Loss Hit
1282,2025-03-10,,09:17:00,22569.75,,,,,2025-03-10,,09:43:00,22639.6,-3536.0,,,0,-3536.0,
1282.1,2025-03-10,Monday,09:17:00,145.25,65,CE,22550.0,Sell,2025-03-10,Monday,09:43:00,174.3,-1888.2500000000007,-20.000000000000007,2025-03-13,,,Stop Loss Hit
1282.2,2025-03-10,Monday,09:17:00,126.7,65,PE,22550.0,Sell,2025-03-10,Monday,09:18:00,152.05,-1647.7500000000005,-20.007892659826368,2025-03-13,,,Stop Loss Hit
1283,2025-03-11,,09:17:00,22319.1,,,,,2025-03-11,,15:15:00,22499.5,2775.5,,,3061.5,-1056.25,Exit Condition Met For Trade
1283.1,2025-03-11,Tuesday,09:17:00,128.2,65,CE,22300.0,Sell,2025-03-11,Tuesday,09:29:00,153.85,-1667.2500000000005,-20.007800312012485,2025-03-13,,,Stop Loss Hit
1283.2,2025-03-11,Tuesday,09:17:00,108.95,65,PE,22300.0,Sell,2025-03-11,Tuesday,15:15:00,40.6,4442.75,62.7351996328591,2025-03-13,,,Exit Condition Met For Trade
1284,2025-03-12,,09:17:00,22560.45,,,,,2025-03-12,,15:15:00,22473.75,2275.0,,,3890.25,-429.0,Exit Condition Met For Trade
1284.1,2025-03-12,Wednesday,09:17:00,90.15,65,CE,22550.0,Sell,2025-03-12,Wednesday,15:15:00,37.8,3402.7500000000005,58.06988352745425,2025-03-13,,,Exit Condition Met For Trade
1284.2,2025-03-12,Wednesday,09:17:00,86.7,65,PE,22550.0,Sell,2025-03-12,Wednesday,09:21:00,104.05,-1127.7499999999995,-20.01153402537485,2025-03-13,,,Stop Loss Hit
1285,2025-03-13,,09:17:00,22484.25,,,,,2025-03-13,,09:57:00,22519.9,-1352.0,,,663.0,-1352.0,
1285.1,2025-03-13,Thursday,09:17:00,38.55,65,CE,22500.0,Sell,2025-03-13,Thursday,09:57:00,46.25,-500.50000000000017,-19.974059662775623,2025-03-13,,,Stop Loss Hit
1285.2,2025-03-13,Thursday,09:17:00,65.4,65,PE,22500.0,Sell,2025-03-13,Thursday,09:22:00,78.5,-851.4999999999997,-20.030581039755344,2025-03-13,,,Stop Loss Hit
1286,2025-03-17,,09:17:00,22481.2,,,,,2025-03-17,,12:27:00,22459.35,-3172.0,,,887.25,-3172.0,
1286.1,2025-03-17,Monday,09:17:00,132.85,65,CE,22500.0,Sell,2025-03-17,Monday,09:26:00,159.4,-1725.7500000000007,-19.98494542717351,2025-03-20,,,Stop Loss Hit
1286.2,2025-03-17,Monday,09:17:00,111.35,65,PE,22500.0,Sell,2025-03-17,Monday,12:27:00,133.6,-1446.25,-19.982038616973508,2025-03-20,,,Stop Loss Hit
1287,2025-03-18,,09:17:00,22629.95,,,,,2025-03-18,,15:15:00,22842.95,3692.0,,,3737.5,-1062.75,Exit Condition Met For Trade
1287.1,2025-03-18,Tuesday,09:17:00,110.55,65,CE,22650.0,Sell,2025-03-18,Tuesday,09:25:00,132.65,-1436.5000000000005,-19.990954319312536,2025-03-20,,,Stop Loss Hit
1287.2,2025-03-18,Tuesday,09:17:00,111.7,65,PE,22650.0,Sell,2025-03-18,Tuesday,15:15:00,32.8,5128.5,70.63563115487915,2025-03-20,,,Exit Condition Met For Trade
1288,2025-03-19,,09:17:00,22860.45,,,,,2025-03-19,,10:25:00,22909.1,-2405.0,,,1339.0,-2405.0,
1288.1,2025-03-19,Wednesday,09:17:00,113.6,65,CE,22850.0,Sell,2025-03-19,Wednesday,10:25:00,136.3,-1475.5000000000011,-19.9823943661972,2025-03-20,,,Stop Loss Hit
1288.2,2025-03-19,Wednesday,09:17:00,71.55,65,PE,22850.0,Sell,2025-03-19,Wednesday,09:22:00,85.85,-929.4999999999998,-19.986023759608663,2025-03-20,,,Stop Loss Hit
1289,2025-03-20,,09:17:00,23013.5,,,,,2025-03-20,,10:07:00,22993.0,-1368.25,,,786.5,-1368.25,
1289.1,2025-03-20,Thursday,09:17:00,56.35,65,CE,23000.0,Sell,2025-03-20,Thursday,09:23:00,67.6,-731.2499999999995,-19.96450754214728,2025-03-20,,,Stop Loss Hit
1289.2,2025-03-20,Thursday,09:17:00,49.0,65,PE,23000.0,Sell,2025-03-20,Thursday,10:07:00,58.8,-636.9999999999998,-19.999999999999996,2025-03-20,,,Stop Loss Hit
1290,2025-03-21,,09:17:00,23169.25,,,,,2025-03-21,,15:15:00,23348.8,1547.0,,,1992.25,-679.25,Exit Condition Met For Trade
1290.1,2025-03-21,Friday,09:17:00,165.9,65,CE,23150.0,Sell,2025-03-21,Friday,09:40:00,199.1,-2157.999999999999,-20.012055455093424,2025-03-27,,,Stop Loss Hit
1290.2,2025-03-21,Friday,09:17:00,109.75,65,PE,23150.0,Sell,2025-03-21,Friday,15:15:00,52.75,3705.0,51.93621867881549,2025-03-27,,,Exit Condition Met For Trade
1291,2025-03-24,,09:17:00,23509.5,,,,,2025-03-24,,09:58:00,23531.0,-3237.0,,,191.75,-3237.0,
1291.1,2025-03-24,Monday,09:17:00,132.05,65,CE,23500.0,Sell,2025-03-24,Monday,09:58:00,158.45,-1715.9999999999986,-19.992427110942806,2025-03-27,,,Stop Loss Hit
1291.2,2025-03-24,Monday,09:17:00,116.95,65,PE,23500.0,Sell,2025-03-24,Monday,09:31:00,140.35,-1520.9999999999995,-20.00855066267635,2025-03-27,,,Stop Loss Hit
1292,2025-03-25,,09:17:00,23738.25,,,,,2025-03-25,,09:50:00,23810.85,-3643.25,,,0,-3643.25,
1292.1,2025-03-25,Tuesday,09:17:00,140.6,65,CE,23750.0,Sell,2025-03-25,Tuesday,09:50:00,168.7,-1826.4999999999995,-19.98577524893314,2025-03-27,,,Stop Loss Hit
1292.2,2025-03-25,Tuesday,09:17:00,139.65,65,PE,23750.0,Sell,2025-03-25,Tuesday,09:22:00,167.6,-1816.7499999999993,-20.01432151808091,2025-03-27,,,Stop Loss Hit
1293,2025-03-26,,09:17:00,23699.05,,,,,2025-03-26,,09:36:00,23668.6,-2564.25,,,91.0,-2564.25,
1293.1,2025-03-26,Wednesday,09:17:00,102.3,65,CE,23700.0,Sell,2025-03-26,Wednesday,09:21:00,122.75,-1329.2500000000002,-19.990224828934508,2025-03-27,,,Stop Loss Hit
1293.2,2025-03-26,Wednesday,09:17:00,95.0,65,PE,23700.0,Sell,2025-03-26,Wednesday,09:36:00,114.0,-1235.0,-20.0,2025-03-27,,,Stop Loss Hit
1294,2025-03-27,,09:17:00,23440.8,,,,,2025-03-27,,15:15:00,23589.25,3025.75,,,3029.0,-325.0,Exit Condition Met For Trade
1294.1,2025-03-27,Thursday,09:17:00,68.95,65,CE,23450.0,Sell,2025-03-27,Thursday,09:19:00,82.75,-896.9999999999998,-20.014503263234225,2025-03-27,,,Stop Loss Hit
1294.2,2025-03-27,Thursday,09:17:00,60.65,65,PE,23450.0,Sell,2025-03-27,Thursday,15:15:00,0.3,3922.75,99.50535861500413,2025-03-27,,,Exit Condition Met For Trade
1295,2025-03-28,,09:17:00,23577.4,,,,,2025-03-28,,15:15:00,23543.65,3565.25,,,5534.75,-2795.0,Exit Condition Met For Trade
1295.1,2025-03-28,Friday,09:17:00,182.0,65,CE,23600.0,Sell,2025-03-28,Friday,15:15:00,99.9,5336.5,45.10989010989011,2025-04-03,,,Exit Condition Met For Trade
1295.2,2025-03-28,Friday,09:17:00,136.25,65,PE,23600.0,Sell,2025-03-28,Friday,09:31:00,163.5,-1771.25,-20.0,2025-04-03,,,Stop Loss Hit
1296,2025-04-01,,09:17:00,23420.45,,,,,2025-04-01,,10:27:00,23325.65,-2892.5,,,1296.75,-2892.5,
1296.1,2025-04-01,Tuesday,09:17:00,126.8,65,CE,23400.0,Sell,2025-04-01,Tuesday,09:29:00,152.15,-1647.7500000000005,-19.992113564668777,2025-04-03,,,Stop Loss Hit
1296.2,2025-04-01,Tuesday,09:17:00,95.7,65,PE,23400.0,Sell,2025-04-01,Tuesday,10:27:00,114.85,-1244.7499999999995,-20.010449320794137,2025-04-03,,,Stop Loss Hit
1297,2025-04-02,,09:17:00,23204.8,,,,,2025-04-02,,09:28:00,23229.35,-2557.75,,,0,-2557.75,
1297.1,2025-04-02,Wednesday,09:17:00,110.5,65,CE,23200.0,Sell,2025-04-02,Wednesday,09:28:00,132.6,-1436.4999999999995,-19.999999999999996,2025-04-03,,,Stop Loss Hit
1297.2,2025-04-02,Wednesday,09:17:00,86.15,65,PE,23200.0,Sell,2025-04-02,Wednesday,09:21:00,103.4,-1121.25,-20.02321532211259,2025-04-03,,,Stop Loss Hit
1298,2025-04-03,,09:17:00,23194.15,,,,,2025-04-03,,15:15:00,23253.05,3409.25,,,3412.5,-243.75,Exit Condition Met For Trade
1298.1,2025-04-03,Thursday,09:17:00,52.0,65,CE,23200.0,Sell,2025-04-03,Thursday,09:18:00,62.4,-675.9999999999999,-19.999999999999996,2025-04-03,,,Stop Loss Hit
1298.2,2025-04-03,Thursday,09:17:00,63.0,65,PE,23200.0,Sell,2025-04-03,Thursday,15:15:00,0.15,4085.25,99.76190476190476,2025-04-03,,,Exit Condition Met For Trade
1299,2025-04-04,,09:17:00,23118.85,,,,,2025-04-04,,15:15:00,22911.0,5759.0,,,6197.75,-2499.25,Exit Condition Met For Trade
1299.1,2025-04-04,Friday,09:17:00,162.75,65,CE,23100.0,Sell,2025-04-04,Friday,15:15:00,41.65,7871.5,74.40860215053763,2025-04-09,,,Exit Condition Met For Trade
1299.2,2025-04-04,Friday,09:17:00,162.5,65,PE,23100.0,Sell,2025-04-04,Friday,09:22:00,195.0,-2112.5,-20.0,2025-04-09,,,Stop Loss Hit
1300,2025-04-07,,09:17:00,22070.15,,,,,2025-04-07,,15:12:00,22205.5,-8450.0,,,6483.75,-8450.0,
1300.1,2025-04-07,Monday,09:17:00,365.35,65,CE,22050.0,Sell,2025-04-07,Monday,15:12:00,438.4,-4748.249999999997,-19.99452579718077,2025-04-09,,,Stop Loss Hit
1300.2,2025-04-07,Monday,09:17:00,284.75,65,PE,22050.0,Sell,2025-04-07,Monday,09:18:00,341.7,-3701.749999999999,-19.999999999999996,2025-04-09,,,Stop Loss Hit
1301,2025-04-08,,09:17:00,22535.2,,,,,2025-04-08,,12:32:00,22603.35,-4608.5,,,4316.0,-4608.5,
1301.1,2025-04-08,Tuesday,09:17:00,171.95,65,CE,22550.0,Sell,2025-04-08,Tuesday,12:32:00,206.35,-2236.0000000000005,-20.005815644082585,2025-04-09,,,Stop Loss Hit
1301.2,2025-04-08,Tuesday,09:17:00,182.5,65,PE,22550.0,Sell,2025-04-08,Tuesday,09:58:00,219.0,-2372.5,-20.0,2025-04-09,,,Stop Loss Hit
1302,2025-04-09,,09:17:00,22401.4,,,,,2025-04-09,,15:15:00,22402.7,7848.75,,,7848.75,-689.0,Exit Condition Met For Trade
1302.1,2025-04-09,Wednesday,09:17:00,130.0,65,CE,22400.0,Sell,2025-04-09,Wednesday,09:18:00,156.0,-1690.0,-20.0,2025-04-09,,,Stop Loss Hit
1302.2,2025-04-09,Wednesday,09:17:00,147.35,65,PE,22400.0,Sell,2025-04-09,Wednesday,15:15:00,0.6,9538.75,99.5928062436376,2025-04-09,,,Exit Condition Met For Trade
1303,2025-04-11,,09:17:00,22746.3,,,,,2025-04-11,,15:15:00,22830.35,-2590.25,,,2151.5,-4650.75,Exit Condition Met For Trade
1303.1,2025-04-11,Friday,09:17:00,261.35,65,CE,22750.0,Sell,2025-04-11,Friday,09:37:00,313.6,-3396.25,-19.992347426822267,2025-04-17,,,Stop Loss Hit
1303.2,2025-04-11,Friday,09:17:00,213.8,65,PE,22750.0,Sell,2025-04-11,Friday,15:15:00,201.4,806.0000000000003,5.799812909260994,2025-04-17,,,Exit Condition Met For Trade
1304,2025-04-15,,09:17:00,23260.75,,,,,2025-04-15,,15:15:00,23321.2,7367.75,,,8274.5,-286.0,Exit Condition Met For Trade
1304.1,2025-04-15,Tuesday,09:17:00,167.55,65,CE,23250.0,Sell,2025-04-15,Tuesday,15:15:00,114.35,3458.000000000001,31.7517159056998,2025-04-17,,,Exit Condition Met For Trade
1304.2,2025-04-15,Tuesday,09:17:00,142.15,65,PE,23250.0,Sell,2025-04-15,Tuesday,15:15:00,82.0,3909.7500000000005,42.314456559971866,2025-04-17,,,Exit Condition Met For Trade
1305,2025-04-16,,09:17:00,23293.75,,,,,2025-04-16,,10:35:00,23286.1,-1774.5,,,1829.75,-1774.5,
1305.1,2025-04-16,Wednesday,09:17:00,50.2,65,CE,23300.0,Sell,2025-04-16,Wednesday,09:28:00,60.25,-653.2499999999998,-20.019920318725095,2025-04-17,,,Stop Loss Hit
1305.2,2025-04-16,Wednesday,09:17:00,86.2,65,PE,23300.0,Sell,2025-04-16,Wednesday,10:35:00,103.45,-1121.25,-20.011600928074245,2025-04-17,,,Stop Loss Hit
1306,2025-04-17,,09:17:00,23379.0,,,,,2025-04-17,,09:19:00,23366.9,-1261.0,,,35.75,-1261.0,
1306.1,2025-04-17,Thursday,09:17:00,28.35,65,CE,23400.0,Sell,2025-04-17,Thursday,09:19:00,34.0,-367.2499999999999,-19.92945326278659,2025-04-17,,,Stop Loss Hit
1306.2,2025-04-17,Thursday,09:17:00,68.8,65,PE,23400.0,Sell,2025-04-17,Thursday,09:19:00,82.55,-893.75,-19.98546511627907,2025-04-17,,,Stop Loss Hit
1307,2025-04-21,,09:17:00,23995.9,,,,,2025-04-21,,09:45:00,24030.0,-4309.5,,,0,-4309.5,
1307.1,2025-04-21,Monday,09:17:00,145.4,65,CE,24000.0,Sell,2025-04-21,Monday,09:45:00,174.5,-1891.4999999999995,-20.013755158184317,2025-04-24,,,Stop Loss Hit
1307.2,2025-04-21,Monday,09:17:00,185.9,65,PE,24000.0,Sell,2025-04-21,Monday,09:23:00,223.1,-2417.999999999999,-20.010758472296928,2025-04-24,,,Stop Loss Hit
1308,2025-04-22,,09:17:00,24117.25,,,,,2025-04-22,,09:23:00,24135.9,-2886.0,,,0,-2886.0,
1308.1,2025-04-22,Tuesday,09:17:00,117.6,65,CE,24100.0,Sell,2025-04-22,Tuesday,09:23:00,141.1,-1527.5,-19.982993197278912,2025-04-24,,,Stop Loss Hit
1308.2,2025-04-22,Tuesday,09:17:00,104.5,65,PE,24100.0,Sell,2025-04-22,Tuesday,09:20:00,125.4,-1358.5000000000005,-20.000000000000004,2025-04-24,,,Stop Loss Hit
1309,2025-04-23,,09:17:00,24303.75,,,,,2025-04-23,,09:35:00,24285.85,-2320.5,,,796.25,-2320.5,
1309.1,2025-04-23,Wednesday,09:17:00,92.4,65,CE,24300.0,Sell,2025-04-23,Wednesday,09:23:00,110.9,-1202.5,-20.02164502164502,2025-04-24,,,Stop Loss Hit
1309.2,2025-04-23,Wednesday,09:17:00,86.0,65,PE,24300.0,Sell,2025-04-23,Wednesday,09:35:00,103.2,-1118.0000000000002,-20.000000000000004,2025-04-24,,,Stop Loss Hit
1310,2025-04-24,,09:17:00,24283.3,,,,,2025-04-24,,09:41:00,24267.15,-1170.0,,,1521.0,-1170.0,
1310.1,2025-04-24,Thursday,09:17:00,32.95,65,CE,24300.0,Sell,2025-04-24,Thursday,09:19:00,39.55,-428.99999999999966,-20.030349013657037,2025-04-24,,,Stop Loss Hit
1310.2,2025-04-24,Thursday,09:17:00,57.0,65,PE,24300.0,Sell,2025-04-24,Thursday,09:41:00,68.4,-741.0000000000003,-20.000000000000007,2025-04-24,,,Stop Loss Hit
1311,2025-04-25,,09:17:00,24357.95,,,,,2025-04-25,,15:15:00,24052.95,6051.5,,,7575.75,0,Exit Condition Met For Trade
1311.1,2025-04-25,Friday,09:17:00,191.0,65,CE,24350.0,Sell,2025-04-25,Friday,15:15:00,64.2,8242.0,66.38743455497382,2025-04-30,,,Exit Condition Met For Trade
1311.2,2025-04-25,Friday,09:17:00,168.55,65,PE,24350.0,Sell,2025-04-25,Friday,09:35:00,202.25,-2190.499999999999,-19.99406704242064,2025-04-30,,,Stop Loss Hit
1312,2025-04-28,,09:17:00,24125.6,,,,,2025-04-28,,15:15:00,24324.1,4498.0,,,4904.25,-188.5,Exit Condition Met For Trade
1312.1,2025-04-28,Monday,09:17:00,127.45,65,CE,24150.0,Sell,2025-04-28,Monday,09:35:00,152.95,-1657.499999999999,-20.007846214201635,2025-04-30,,,Stop Loss Hit
1312.2,2025-04-28,Monday,09:17:00,145.9,65,PE,24150.0,Sell,2025-04-28,Monday,15:15:00,51.2,6155.5,64.90747087045922,2025-04-30,,,Exit Condition Met For Trade
1313,2025-04-29,,09:17:00,24421.75,,,,,2025-04-29,,09:40:00,24369.45,-2210.0,,,139.75,-2210.0,
1313.1,2025-04-29,Tuesday,09:17:00,92.05,65,CE,24400.0,Sell,2025-04-29,Tuesday,09:22:00,110.45,-1196.0000000000005,-19.98913633894623,2025-04-30,,,Stop Loss Hit
1313.2,2025-04-29,Tuesday,09:17:00,77.9,65,PE,24400.0,Sell,2025-04-29,Tuesday,09:40:00,93.5,-1013.9999999999997,-20.02567394094993,2025-04-30,,,Stop Loss Hit
1314,2025-04-30,,09:17:00,24283.15,,,,,2025-04-30,,09:20:00,24317.6,-1043.25,,,0,-1043.25,
1314.1,2025-04-30,Wednesday,09:17:00,29.4,65,CE,24300.0,Sell,2025-04-30,Wednesday,09:20:00,35.3,-383.4999999999999,-20.068027210884352,2025-04-30,,,Stop Loss Hit
1314.2,2025-04-30,Wednesday,09:17:00,50.8,65,PE,24300.0,Sell,2025-04-30,Wednesday,09:18:00,60.95,-659.7500000000003,-19.980314960629933,2025-04-30,,,Stop Loss Hit
1315,2025-05-02,,09:17:00,24425.65,,,,,2025-05-02,,11:35:00,24324.5,-5411.25,,,3354.0,-5411.25,
